date,game_id,cumulative_player_base,daily_active_users,gross_daily_revenue,daily_payout,daily_ggr,total_bets,active_players,total_wagered,total_won,gross_gaming_revenue,total_sessions,hold_percentage,avg_bet_size,bets_per_player,game_type,theoretical_rtp,volatility,visual_engagement,days_from_launch,year,month,day_of_month,day_of_week,week_of_year,is_weekend,is_month_start,is_month_mid,ggr_lag1,ggr_lag7,ggr_lag30,revenue_lag1,revenue_lag7,revenue_lag30,dau_lag1,dau_lag7,bets_lag7,player_base_lag7,ggr_ma7,ggr_ma30,revenue_ma7,revenue_ma30,dau_ma7,bets_ma7,ggr_std7,ggr_std30,revenue_std7,ggr_sum7,revenue_sum7,ggr_min7,ggr_max7,ggr_growth_7d,ggr_growth_30d,revenue_growth_7d,dau_growth_7d,player_growth_7d,ggr_per_player,revenue_per_player,bets_per_session,hold_vs_expected,ggr_vs_ma7_ratio,ggr_range7
2024-03-25,G003,2124,111,553884.9800000131,952850.9800000218,-398964.6299999983,18266,111,553884.9800000131,952850.9800000218,398964.6299999983,138,-72.03023089739477,30.32327712690316,164.55855855855856,table,0.973,medium,0.65,84,2024,3,25,2,13,0,0,0,-147886.97999999824,-230736.82999999105,-43660.739999999874,326387.77000000497,586022.0199999621,168854.90000001036,78,89,12025,1955,-219337.61142856744,-170283.44166666348,451667.2828571503,373482.23833332706,61.857142857142854,9759.0,168407.74562100603,132675.31062050036,322453.50276175904,-1535363.279999972,3161670.980000052,-477972.4799999942,-7549.759999999866,-0.7290894999294815,-8.137834814526723,-0.054839304502501476,0.24719101123595505,0.08644501278772379,-3594.2759459459307,4989.954774774893,132.36231884057972,-26.677853401226663,1.8189521961213237,470422.7199999943
2024-03-25,G004,2124,133,55115.16999999793,34675.92000000004,20438.07999999973,6809,133,55115.16999999793,34675.92000000004,-20438.07999999973,151,37.08249471062231,8.094458804523121,51.19548872180451,slot,0.94,medium,0.6,84,2024,3,25,2,13,0,0,0,16296.35999999993,13682.730000000036,39630.93999999954,40391.829999999485,43873.73999999648,112713.06000000123,92,112,6162,1955,15827.215714285605,15532.27033333331,50600.69285714217,47665.43599999916,77.85714285714286,4027.5714285714284,11349.181516004859,14253.03147564108,32724.47494360921,110790.50999999924,354204.84999999515,78.83,31872.229999999792,0.49371360832229205,-0.484289799838208,0.25622228695347965,0.1875,0.08644501278772379,153.66977443608818,414.39977443607467,45.09271523178808,6.18041553951607,1.2913250421899771,31793.39999999979
2024-03-26,G001,2159,165,285990.0000000093,138972.60999999964,147016.89000000057,6783,165,285990.0000000093,138972.60999999964,-147016.89000000057,196,51.40630441623686,42.16275984077979,41.10909090909091,slot,0.96,high,0.85,85,2024,3,26,3,13,0,0,0,100441.9899999967,98758.15999999996,43578.720000000096,168292.49000001457,186510.81000000265,68444.30999999955,158,147,5756,1955,85182.26142857045,54023.45799999992,150803.1114285746,97794.35900000032,120.14285714285714,4423.857142857143,33558.702150315985,31577.500109429904,70180.92609682608,596275.8299999931,1055621.7800000221,47085.86000000093,147016.89000000057,0.4886556209633779,2.373593579618682,0.5333695671580926,0.12244897959183673,0.10434782608695652,891.011454545458,1733.2727272727836,34.607142857142854,12.851569209940257,1.7259096851200824,99931.02999999964
2024-03-26,G002,2159,73,292334.06000001077,135598.45999999912,156735.36999999997,3509,73,292334.06000001077,135598.45999999912,-156735.36999999997,98,53.6151586305045,83.30979196352544,48.06849315068493,table,0.995,low,0.7,85,2024,3,26,3,13,0,0,0,242378.60000000175,123097.02999999914,1455.4500000000003,431678.5600000077,224020.74000000037,2532.3999999999996,83,44,2286,1973,134560.01714285757,122301.17533333329,248747.18285714698,227639.14600000237,50.42857142857143,2262.285714285714,66895.56708829524,55570.185821019484,118945.58485425112,941920.120000003,1741230.280000029,26719.40999999999,242378.60000000175,0.27326686923316557,106.68859802810123,0.3049419442146753,0.6590909090909091,0.094272681196148,2147.0598630136983,4004.576164383709,35.80612244897959,107.23041952390604,1.164798974673135,215659.19000000175
2024-03-26,G003,2159,99,1038157.1800001105,1417143.6399999782,-378989.0400000137,14130,99,1038157.1800001105,1417143.6399999782,378989.0400000137,119,-36.50594026619104,73.47184571833762,142.72727272727272,table,0.973,medium,0.65,85,2024,3,26,3,13,0,0,0,-398964.6299999983,-477972.4799999942,-109.39999999999999,553884.9800000131,950592.6899999904,84.24000000000008,111,77,11966,1973,-205197.11999999877,-182912.7629999973,464176.4957143104,408084.66966666415,65.0,10068.142857142857,145695.98577743504,133944.5630304899,345881.9749023111,-1436379.8399999915,3249235.4700001725,-398964.6299999983,-7549.759999999866,0.20709024921263605,-3463.25082266923,0.0921156778515949,0.2857142857142857,0.094272681196148,-3828.1721212122598,10486.436161617277,118.73949579831933,-13.520713602635508,1.8469510683191654,391414.8699999984
2024-03-26,G004,2159,129,162619.99999999977,112435.56999999982,50184.930000000684,8789,129,162619.99999999977,112435.56999999982,-50184.930000000684,155,30.860244742344577,18.502673796791417,68.13178294573643,slot,0.94,medium,0.6,85,2024,3,26,3,13,0,0,0,20438.07999999973,5511.399999999847,17630.92999999998,55115.16999999793,47086.31999999906,42936.07999999965,133,92,4652,1973,22209.14857142858,16617.403666666665,67105.50428571369,51654.899999999165,83.14285714285714,4618.571428571428,16133.590913760827,15594.42351718527,53314.25749920208,155464.04000000007,469738.52999999584,78.83,50184.930000000684,8.105659179156309,1.8464142277237074,2.4536570281984877,0.40217391304347827,0.094272681196148,389.03046511628435,1260.620155038758,56.70322580645161,5.143373919344779,2.2596512351023725,50106.10000000068
2024-03-27,G001,2180,133,95493.5399999974,42626.74000000005,52866.71000000119,4769,133,95493.5399999974,42626.74000000005,-52866.71000000119,157,55.36155639428869,20.023807926189434,35.857142857142854,slot,0.96,high,0.85,86,2024,3,27,4,13,0,0,0,147016.89000000057,74360.59999999934,27861.69000000009,285990.0000000093,126346.30999999646,79386.01000000242,165,106,3528,1973,82111.705714285,54856.95866666663,146395.57285714612,98331.2766666668,124.0,4601.142857142857,35633.100859963284,31190.778445957825,72889.4175086875,574781.9399999949,1024769.0100000228,47085.86000000093,147016.89000000057,-0.2890494428500891,0.8974696079096789,-0.24419209393610247,0.25471698113207547,0.10491637100861632,397.4940601503849,717.9965413533639,30.37579617834395,13.840381674012873,0.6438388965387667,99931.02999999964
2024-03-27,G002,2180,54,186185.45000000167,84066.40999999973,102118.68999999983,2109,54,186185.45000000167,84066.40999999973,-102118.68999999983,61,54.84783585398263,88.28138928402166,39.05555555555556,table,0.995,low,0.7,86,2024,3,27,4,13,0,0,0,156735.36999999997,26719.40999999999,25772.75000000016,292334.06000001077,50710.01999999996,50710.63999999918,73,4,287,0,145331.34285714326,124846.03999999996,268100.8157142901,232154.97300000247,57.57142857142857,2522.5714285714284,50762.181347164995,52669.6361997624,88469.97960713012,1017319.4000000028,1876705.7100000307,83956.70999999928,242378.60000000175,2.8218916510506733,2.9622737193353132,2.6715712200468826,12.5,0.0,1891.0868518518487,3447.8787037037346,34.57377049180328,109.69577632200976,0.7026611603002919,158421.89000000246
2024-03-27,G003,2180,99,734952.4100000138,1026588.4700000057,-291639.01000000146,10643,99,734952.4100000138,1026588.4700000057,291639.01000000146,123,-39.681346170427005,69.05500422813246,107.5050505050505,table,0.973,medium,0.65,86,2024,3,27,4,13,0,0,0,-378989.0400000137,-7549.759999999866,-183330.79999999425,1038157.1800001105,18568.44999999989,381351.3599999737,99,10,2607,0,-245781.2985714276,-186523.0366666642,566517.061428598,419871.37133333215,77.71428571428571,11216.142857142857,118491.99284447548,135407.86825184527,294177.9418965178,-1720469.089999993,3965619.4300001864,-398964.6299999983,-77065.96999999971,-37.62891138261436,-0.5907802180539801,38.580708675200036,8.9,0.0,-2945.8485858586005,7423.761717171857,86.52845528455285,-14.696789427288468,1.1865793357554704,321898.65999999864
2024-03-27,G004,2180,91,56527.0199999986,35096.89999999987,21431.570000000298,5001,91,56527.0199999986,35096.89999999987,-21431.570000000298,112,37.91385075668385,11.303143371325454,54.956043956043956,slot,0.94,medium,0.6,86,2024,3,27,4,13,0,0,0,50184.930000000684,78.83,267.4800000000001,162619.99999999977,147.05,390.66000000000014,129,1,5,0,25259.540000000055,17322.87333333334,75159.78571428491,53526.11199999911,96.0,5332.285714285715,12958.111667502759,15305.30770030389,45145.74527808807,176816.78000000038,526118.4999999944,10319.480000000189,50184.930000000684,270.87073449194844,79.12400927172234,383.40680040801493,90.0,0.0,235.51175824176153,621.1760439560286,44.651785714285715,6.318974875020473,0.8484544849193711,39865.45000000049
2024-03-28,G001,0,2,4914.3899999999985,467.51,4446.8899999999985,24,2,4914.3899999999985,467.51,-4446.8899999999985,2,90.48712047680382,204.76624999999993,12.0,slot,0.96,high,0.85,87,2024,3,28,5,13,0,0,0,52866.71000000119,47085.86000000093,35803.11000000061,95493.5399999974,84099.31999999988,65163.660000001524,133,95,2767,2004,76020.42428571344,53811.75133333327,135083.4400000033,96322.96766666675,110.71428571428571,4209.285714285715,45025.168937710994,32354.942736378816,88616.73529184234,532142.969999994,945584.080000023,4446.8899999999985,147016.89000000057,-0.9055578468780243,-0.8757959853208304,-0.9415644502238543,-0.9789473684210527,-1.0,2223.4449999999993,2457.1949999999993,12.0,22.621767983938952,0.058495990278703364,142570.00000000058
2024-03-28,G002,0,1,70.85000000000002,35.43,35.42,13,1,70.85000000000002,35.43,-35.42,1,49.99294283697952,5.450000000000002,13.0,table,0.995,low,0.7,87,2024,3,28,5,13,0,0,0,102118.68999999983,154744.2400000014,132827.99999999983,186185.45000000167,256562.73000000333,249476.3900000026,54,42,2097,2004,123230.08285714306,120419.62066666665,231459.11857143248,223841.45500000237,51.714285714285715,2224.8571428571427,74233.68175555312,57347.94295711167,134950.76945711666,862610.5800000015,1620213.8300000273,35.42,242378.60000000175,-0.9997711061813996,-0.9997333393561597,-0.9997238492122374,-0.9761904761904762,-1.0,35.42,70.85000000000002,13.0,99.98598102802116,2.8742981566490824E-4,242343.18000000174
2024-03-28,G003,0,12,31343.569999999483,44223.520000000244,-12878.370000000334,2661,12,31343.569999999483,44223.520000000244,12878.370000000334,13,-41.08775739330442,11.77886884629819,221.75,table,0.973,medium,0.65,87,2024,3,28,5,13,0,0,0,-291639.01000000146,-77065.96999999971,-49144.779999999264,734952.4100000138,174501.2400000136,116534.88999999627,99,52,8423,2004,-236611.64142857053,-185314.1563333309,546065.9657143103,417031.66066666564,72.0,10393.0,135050.88421708005,136831.04052178524,328899.807301294,-1656281.4899999937,3822461.760000172,-398964.6299999983,-12878.370000000334,0.8328916122122335,0.7379503988012455,-0.8203819640479515,-0.7692307692307693,-1.0,-1073.1975000000277,2611.9641666666234,204.69230769230768,-15.217682279613348,0.05442830252241887,386086.259999998
2024-03-28,G004,0,1,243.36000000000013,150.73999999999998,92.64000000000001,39,1,243.36000000000013,150.73999999999998,-92.64000000000001,1,38.067061143984205,6.240000000000003,39.0,slot,0.94,medium,0.6,87,2024,3,28,5,13,0,0,0,21431.570000000298,31872.229999999792,6308.910000000024,56527.0199999986,80916.10000000184,15597.519999999677,91,73,3879,2004,20719.598571428654,17115.66433333334,63635.10857142751,53014.3066666658,85.71428571428571,4783.714285714285,15560.867891791471,15500.396385978423,53038.41108920086,145037.19000000058,445445.75999999256,92.64000000000001,50184.930000000684,-0.9970933944691037,-0.9853160054589462,-0.9969924403178108,-0.9863013698630136,-1.0,92.64000000000001,243.36000000000013,39.0,6.34450993855586,0.004471129094544631,50092.290000000685
2024-03-29,G001,2214,118,133984.60999999664,53095.11999999997,80889.29000000245,3710,118,133984.60999999664,53095.11999999997,-80889.29000000245,128,60.37207556898101,36.11445013476998,31.440677966101696,slot,0.96,high,0.85,88,2024,3,29,6,13,0,0,0,4446.8899999999985,53741.150000000016,20725.709999999865,4914.3899999999985,88513.14999999989,37143.1699999995,2,93,3432,2029,79898.72999999949,55817.20400000002,141579.36285714566,99551.01566666666,114.28571428571429,4249.0,43942.47381779951,32096.986120164478,86269.53021686318,559291.1099999964,991055.5400000197,4446.8899999999985,147016.89000000057,0.505164850398669,2.90284771908914,0.513725474689318,0.26881720430107525,0.09117792015771316,685.5024576271394,1135.462796610141,28.984375,15.093010795723329,1.012397693930842,142570.00000000058
2024-03-29,G002,2214,42,135564.7000000006,62518.919999999816,73045.7299999994,1534,42,135564.7000000006,62518.919999999816,-73045.7299999994,46,53.88255939783666,88.37333767927026,36.523809523809526,table,0.995,low,0.7,88,2024,3,29,6,13,0,0,0,35.42,83956.70999999928,130861.5899999997,70.85000000000002,155867.52000000034,250757.54000000382,1,34,1492,2029,121671.37142857166,118492.4253333333,228558.71571428966,220001.6936666689,52.857142857142854,2230.8571428571427,75302.61331100401,57953.20306482319,137048.0599667136,851699.6000000016,1599911.0100000277,35.42,242378.60000000175,-0.12995959465300597,-0.44180924288020984,-0.1302569002188506,0.23529411764705882,0.09117792015771316,1739.1840476190332,3227.7309523809663,33.34782608695652,107.76522156859733,0.6003526478114993,242343.18000000174
2024-03-29,G003,2214,49,259737.80999999575,380853.80000000127,-121116.4999999977,6144,49,259737.80999999575,380853.80000000127,121116.4999999977,57,-46.63029229360164,42.275034179686806,125.38775510204081,table,0.973,medium,0.65,88,2024,3,29,6,13,0,0,0,-12878.370000000334,-232031.87999998758,-198443.25999999893,31343.569999999483,400167.0099999858,311094.28000000137,12,51,8075,2029,-220766.5871428577,-182736.59766666417,526004.6514285974,415319.7783333321,71.71428571428571,10117.142857142857,142005.36446940654,137302.70199932624,343251.7571251722,-1545366.1100000038,3682032.560000182,-398964.6299999983,-12878.370000000334,0.4780178482370432,0.38966684985925776,-0.35092647942166705,-0.0392156862745098,0.09117792015771316,-2471.765306122402,5300.771632652974,107.78947368421052,-17.27047222210206,0.548617893529438,386086.259999998
2024-03-29,G004,2214,80,41383.279999999024,31500.119999999995,9883.649999999969,3748,80,41383.279999999024,31500.119999999995,-9883.649999999969,89,23.88319630536826,11.041430096050966,46.85,slot,0.94,medium,0.6,88,2024,3,29,6,13,0,0,0,92.64000000000001,10319.480000000189,8136.129999999941,243.36000000000013,30682.43999999924,25670.669999999533,1,77,3687,2029,20657.337142857195,17173.91500000001,65163.799999998904,53538.06033333245,86.14285714285714,4792.428571428572,15610.209463783534,15468.738837900699,52075.81897517267,144601.36000000036,456146.59999999235,92.64000000000001,50184.930000000684,-0.042233717202825344,0.21478516198733802,0.34876105029456755,0.03896103896103896,0.09117792015771316,123.5456249999996,517.2909999999878,42.1123595505618,3.9805325593892236,0.4784571182456348,50092.290000000685
2024-03-30,G001,2254,105,75114.17000000157,32151.06000000007,42963.05999999995,3984,105,75114.17000000157,32151.06000000007,-42963.05999999995,120,57.197010896877444,18.85395833333373,37.94285714285714,slot,0.96,high,0.85,89,2024,3,30,7,13,1,0,0,80889.29000000245,78495.37999999913,56451.88999999993,133984.60999999664,119229.87999999884,95041.95999999692,118,104,2779,2056,74822.68428571387,55367.57633333336,135277.11857143178,98886.75600000014,114.42857142857143,4421.142857142857,46129.44951951287,32182.154115788268,89716.85605218173,523758.7899999971,946939.8300000224,4446.8899999999985,147016.89000000057,-0.45266766018585525,-0.23894381569864176,-0.37000548855704374,0.009615384615384616,0.0963035019455253,409.1719999999995,715.3730476190626,33.2,14.299245053506564,0.5741983251488749,142570.00000000058
2024-03-30,G002,2254,61,133111.7199999998,58999.21999999994,74112.43999999968,2183,61,133111.7199999998,58999.21999999994,-74112.43999999968,66,55.67687052650194,60.976509390746585,35.78688524590164,table,0.995,low,0.7,89,2024,3,30,7,13,1,0,0,73045.7299999994,145822.16000000003,109907.4099999998,135564.7000000006,279984.59000000614,209312.65000000075,42,58,2358,2056,111427.1257142859,117299.25966666662,207576.87714286018,217461.66266666885,53.285714285714285,2205.8571428571427,76340.11702792392,58501.93333067522,139090.42025472148,779989.8800000013,1453038.1400000213,35.42,242378.60000000175,-0.49176147164464123,-0.32568295440680645,-0.5245748346364459,0.05172413793103448,0.0963035019455253,1214.95803278688,2182.1593442622916,33.07575757575758,111.35384724830804,0.6651202705347882,242343.18000000174
2024-03-30,G003,2254,68,412535.5699999806,604338.4699999937,-191804.42999999446,7523,68,412535.5699999806,604338.4699999937,191804.42999999446,80,-46.49403444168547,54.8365771633631,110.63235294117646,table,0.973,medium,0.65,89,2024,3,30,7,13,1,0,0,-121116.4999999977,-193891.57999999408,-50773.98999999896,259737.80999999575,737568.8400000446,89739.24000000292,49,54,8820,2056,-220468.42285714345,-187437.61233333068,479571.32714287407,426079.655999998,73.71428571428571,9931.857142857143,142073.37274121423,135024.14048623008,331650.9369658372,-1543278.9600000042,3356999.2900001183,-398964.6299999983,-12878.370000000334,0.010764521079253053,-2.7776119229550096,-0.44068194366785385,0.25925925925925924,0.0963035019455253,-2820.65338235286,6066.699558823245,94.0375,-17.220006369738435,0.8699859486193978,386086.259999998
2024-03-30,G004,2254,91,85396.0300000008,54977.49,30417.889999999996,4572,91,85396.0300000008,54977.49,-30417.889999999996,98,35.619794034921426,18.678046806649345,50.24175824175824,slot,0.94,medium,0.6,89,2024,3,30,7,13,1,0,0,9883.649999999969,26274.129999999757,7802.980000000058,41383.279999999024,99865.93999999754,21353.899999999565,80,77,4319,2056,21249.302857142942,17927.74533333334,63096.669999999365,55672.79799999915,88.14285714285714,4828.571428571428,15933.920333929043,15547.164284849554,50738.77372835773,148745.1200000006,441676.6899999956,92.64000000000001,50184.930000000684,0.15771254842692325,2.898240159528766,-0.14489334401696013,0.18181818181818182,0.0963035019455253,334.26252747252744,938.4179120879209,46.6530612244898,5.936632103253006,1.431477079718643,50092.290000000685
2024-03-31,G001,2280,115,120474.44999999701,45803.799999999865,74670.17999999889,4210,115,120474.44999999701,45803.799999999865,-74670.17999999889,129,61.98009619467093,28.61625890736271,36.608695652173914,slot,0.96,high,0.85,90,2024,3,31,1,13,1,0,0,42963.05999999995,95133.95999999632,49066.200000000266,75114.17000000157,183150.63000000306,84083.89999999863,105,120,4944,2085,71899.28714285711,56221.04233333332,126323.37857143092,100099.77433333342,113.71428571428571,4316.285714285715,45268.10550905062,32348.357790573355,87236.02585299671,503295.0099999998,884263.6500000164,4446.8899999999985,147016.89000000057,-0.21510488998879293,0.5218252075766715,-0.3422111078733663,-0.041666666666666664,0.09352517985611511,649.3059130434685,1047.6039130434524,32.63565891472868,15.495015736493553,1.038538530314442,142570.00000000058
2024-03-31,G002,2280,66,248212.40000000258,115637.69999999896,132574.2099999982,3304,66,248212.40000000258,115637.69999999896,-132574.2099999982,80,53.411598292428906,75.12481840193783,50.06060606060606,table,0.995,low,0.7,90,2024,3,31,1,13,1,0,0,74112.43999999968,131563.63000000062,128898.2600000007,133111.7199999998,274092.8000000007,249465.84999999907,61,59,2272,2085,111571.49428571413,117421.79133333323,203879.67714286043,217419.8810000023,54.285714285714285,2353.285714285714,76385.48649227616,58530.907478677975,137360.87673792374,781000.4599999989,1427157.740000023,35.42,242378.60000000175,0.0076813021957327175,0.028518228252246963,-0.09442203516472537,0.11864406779661017,0.09352517985611511,2008.7001515151242,3760.7939393939787,41.3,106.82329845949394,1.1882444601889077,242343.18000000174
2024-03-31,G003,2280,66,911662.6100000304,1393230.2999999658,-481569.30999999115,8116,66,911662.6100000304,1393230.2999999658,481569.30999999115,85,-52.823194098085814,112.32905495318265,122.96969696969697,table,0.973,medium,0.65,90,2024,3,31,1,13,1,0,0,-191804.42999999446,-147886.97999999824,-124046.69999999998,412535.5699999806,326387.77000000497,323067.18000000535,68,78,10156,2085,-268137.3271428567,-199355.03266666373,563182.0185714491,445699.50366666546,72.0,9640.42857142857,167385.9790132463,144669.46124505388,359225.20894186426,-1876961.2899999972,3942274.1300001433,-481569.30999999115,-12878.370000000334,-2.256333383777239,-2.882161395667851,1.7931886357139442,-0.15384615384615385,0.09352517985611511,-7296.504696969563,13813.06984848531,95.48235294117647,-19.564138706436434,1.7959801238095556,468690.9399999908
2024-03-31,G004,2280,100,103170.59000000397,76286.40000000004,26884.660000000542,5369,100,103170.59000000397,76286.40000000004,-26884.660000000542,110,26.05845328596018,19.215978766996454,53.69,slot,0.94,medium,0.6,90,2024,3,31,1,13,1,0,0,30417.889999999996,16296.35999999993,7986.9100000000235,85396.0300000008,40391.829999999485,22410.43999999935,91,92,4842,2085,22761.917142857314,18557.670333333357,72065.06428571431,58364.80299999931,89.28571428571429,4903.857142857143,15887.88058336703,15513.305912551445,51597.68016270656,159333.4200000012,504455.4500000001,92.64000000000001,50184.930000000684,0.6497340510396591,2.3660902651964855,1.5542440141980516,0.08695652173913043,0.09352517985611511,268.8466000000054,1031.7059000000397,48.80909090909091,4.34307537508172,1.1811245876728333,50092.290000000685
2024-04-01,G001,2312,139,175487.27999999866,92399.56999999979,83087.84000000036,5236,139,175487.27999999866,92399.56999999979,-83087.84000000036,150,47.34693021625328,33.51552330022893,37.669064748201436,slot,0.96,high,0.85,91,2024,4,1,2,14,0,1,0,74670.17999999889,100441.9899999967,52071.76000000127,120474.44999999701,168292.49000001457,88022.04999999837,115,158,6734,2124,69420.12285714335,57254.91166666661,127351.20571428581,103015.28200000011,111.0,4102.285714285715,43898.9033614517,32704.852007261383,87853.12850516688,485940.8600000034,891458.4400000006,4446.8899999999985,147016.89000000057,-0.17277783922836368,0.5956410922157872,0.04275169973409666,-0.12025316455696203,0.08851224105461393,597.7542446043192,1262.4984172661775,34.906666666666666,11.836726204348572,1.1968840817378446,142570.00000000058
2024-04-01,G002,2312,68,359599.28000000585,159167.9800000005,200431.3200000007,2546,68,359599.28000000585,159167.9800000005,-200431.3200000007,82,55.73740859547812,141.24087981147127,37.44117647058823,table,0.995,low,0.7,91,2024,4,1,2,14,0,1,0,132574.2099999982,242378.60000000175,110347.71999999894,248212.40000000258,431678.5600000077,193602.5400000044,66,83,3821,2124,105579.02571428541,120424.57799999994,193582.63714286019,222953.10566666903,52.142857142857146,2171.1428571428573,65246.528954340894,60435.25584124835,118899.2032514362,739053.1799999978,1355078.4600000214,35.42,200431.3200000007,-0.17306511383431022,0.8163612261313838,-0.1669744265269986,-0.18072289156626506,0.08851224105461393,2947.519411764716,5288.224705882439,31.048780487804876,111.47492350172772,1.8984009242745008,200395.9000000007
2024-04-01,G003,2312,68,592402.4300000467,815734.2400000346,-223332.69999998892,9206,68,592402.4300000467,815734.2400000346,223332.69999998892,80,-37.699490868052536,64.34960134695272,135.38235294117646,table,0.973,medium,0.65,91,2024,4,1,2,14,0,1,0,-481569.30999999115,-398964.6299999983,-206440.80999999706,911662.6100000304,553884.9800000131,529327.9400000105,66,111,18266,2124,-243047.05142856968,-199918.09566666346,568684.5114285968,447801.9866666667,65.85714285714286,8346.142857142857,157370.80082506948,144730.84967516502,359354.04082889087,-1701329.3599999878,3980791.5800001775,-481569.30999999115,-12878.370000000334,0.44021929964069784,-0.08182437377567016,0.06954052084971267,-0.38738738738738737,0.08851224105461393,-3284.304411764543,8711.800441177158,115.075,-13.962769217156085,0.9188866875252971,468690.9399999908
2024-04-01,G004,2312,108,41934.580000001755,23482.239999999972,18454.179999999626,5156,108,41934.580000001755,23482.239999999972,-18454.179999999626,121,44.00707006007656,8.133161365399875,47.74074074074074,slot,0.94,medium,0.6,91,2024,4,1,2,14,0,1,0,26884.660000000542,20438.07999999973,26105.059999999496,103170.59000000397,55115.16999999793,74864.74000000137,100,133,6809,2124,22478.502857143012,18302.641000000025,70182.12285714342,57267.13099999932,85.71428571428571,4667.714285714285,15953.801068564553,15447.702173059073,52551.01089587206,157349.5200000011,491274.8600000039,92.64000000000001,50184.930000000684,-0.09706880489753096,-0.2930803453430108,-0.23914631851805357,-0.18796992481203006,0.08851224105461393,170.87203703703358,388.2831481481644,42.611570247933884,7.334511385232129,0.8209701561212038,50092.290000000685
2024-04-02,G001,2344,178,205833.27999999956,99120.34000000016,106712.3900000015,6439,178,205833.27999999956,99120.34000000016,-106712.3900000015,209,51.844089546647524,31.966653207019654,36.174157303370784,slot,0.96,high,0.85,92,2024,4,2,3,14,0,1,0,83087.84000000036,147016.89000000057,52884.520000000026,175487.27999999866,285990.0000000093,89497.02000000062,139,165,6783,2159,63662.33714285776,59049.17399999999,115900.24571428439,106893.15733333342,112.85714285714286,4053.1428571428573,33416.743660772125,33911.12802801324,66312.80754396916,445636.3600000043,811301.7199999908,4446.8899999999985,106712.3900000015,-0.2741487729743087,1.017837923082245,-0.28027805168015363,0.07878787878787878,0.0856878184344604,599.5078089887725,1156.3667415730313,30.80861244019139,12.961015433831394,1.676224825999394,102265.5000000015
2024-04-02,G002,2344,93,749580.4199999773,338561.0900000005,411018.80000000336,4285,93,749580.4199999773,338561.0900000005,-411018.80000000336,124,54.83318254231024,174.93125320886287,46.075268817204304,table,0.995,low,0.7,92,2024,4,2,3,14,0,1,0,200431.3200000007,156735.36999999997,157379.28999999867,359599.28000000585,292334.06000001077,290003.81000000663,68,73,3509,2159,141905.23000000016,128879.22833333343,258903.545714284,238272.32600000137,55.0,2282.0,133530.2647179765,80270.04037285502,243014.4256872083,993336.610000001,1812324.819999988,35.42,411018.80000000336,1.6223742605131404,1.6116447723204677,1.5641227710515488,0.273972602739726,0.0856878184344604,4419.556989247348,8060.004516128789,34.556451612903224,109.66646967071597,2.8964316537170824,410983.3800000034
2024-04-02,G003,2344,97,791432.7599999625,1130945.7499999912,-339515.84000000724,13211,97,791432.7599999625,1130945.7499999912,339515.84000000724,117,-42.89888631853239,59.90710468548653,136.1958762886598,table,0.973,medium,0.65,92,2024,4,2,3,14,0,1,0,-223332.69999998892,-378989.0400000137,-76011.37000000045,592402.4300000467,1038157.1800001105,157114.58000000883,68,99,14130,2159,-237408.02285714023,-208701.577999997,533438.1657142899,468945.92599999846,65.57142857142857,8214.857142857143,152313.72564710994,144947.51883588356,314994.1855184998,-1661856.1599999815,3734067.1600000295,-481569.30999999115,-12878.370000000334,0.10415393542780299,-3.4666454505425337,-0.2376561321861895,-0.020202020202020204,0.0856878184344604,-3500.163298969147,8159.100618556315,112.91452991452991,-15.888470521661043,1.4300942146521736,468690.9399999908
2024-04-02,G004,2344,146,50031.689999998176,35462.16000000019,14568.269999999866,9069,146,50031.689999998176,35462.16000000019,-14568.269999999866,173,29.11808495775457,5.516781343036517,62.11643835616438,slot,0.94,medium,0.6,92,2024,4,2,3,14,0,1,0,18454.179999999626,50184.930000000684,5156.6299999999455,41934.580000001755,162619.99999999977,42718.78999999999,108,129,8789,2159,17390.408571428616,18616.36233333336,54098.07857142891,57510.89433333259,88.14285714285714,4707.714285714285,10334.790481842536,15266.01912712467,33216.60209048862,121732.8600000003,378686.5500000024,92.64000000000001,30417.889999999996,-0.709708272981557,1.8251532493120544,-0.6923398720944641,0.13178294573643412,0.0856878184344604,99.7826712328758,342.68280821916557,52.421965317919074,4.853013966784312,0.83771867349538,30325.249999999996
2024-04-03,G001,2373,177,188379.61999999447,83988.86000000003,104391.07999999987,6477,177,188379.61999999447,83988.86000000003,-104391.07999999987,218,55.415272628749825,29.08439400957148,36.59322033898305,slot,0.96,high,0.85,93,2024,4,3,4,14,0,1,0,106712.3900000015,52866.71000000119,24294.330000000544,205833.27999999956,95493.5399999974,53152.34999999932,178,133,4769,2180,71022.96142857186,61719.06566666663,129169.68571428399,111400.73299999992,119.14285714285714,4297.142857142857,36201.07259351588,34232.02429503156,70697.25414225124,497160.730000003,904187.7999999879,4446.8899999999985,106712.3900000015,0.9746089741540095,3.296931835535186,0.9726949069015516,0.3308270676691729,0.08853211009174312,589.7801129943496,1064.2916384180478,29.711009174311926,13.853810725424253,1.469821560524289,102265.5000000015
